vacancy,min_salary,max_salary,currency,url,source,employer
QA Automation (Java),,,,https://spb.hh.ru/vacancy/39932417?query=sql,https://www.hh.ru, Selecty
PHP-разработчик,,,,https://spb.hh.ru/vacancy/39430240?query=sql,https://www.hh.ru, AnyClass
Marketing Data Analyst,,,,https://spb.hh.ru/vacancy/38620134?query=sql,https://www.hh.ru, Студия Кефир
Программист / разработчик C#,,,,https://spb.hh.ru/vacancy/40003200?query=sql,https://www.hh.ru, ЭЛЕКТРОННЫЕ ОФИСНЫЕ СИСТЕМЫ
Python Developer (BI),,,,https://spb.hh.ru/vacancy/39535664?query=sql,https://www.hh.ru, Selectel
PHP-разработчик (удаленно),50000.0,70000.0,руб.,https://spb.hh.ru/vacancy/39882734?query=sql,https://www.hh.ru, Zimalab
Программист,70000.0,100000.0,руб.,https://spb.hh.ru/vacancy/40002206?query=sql,https://www.hh.ru,ООО НИЛ АП
Системный аналитик,,,,https://spb.hh.ru/vacancy/39573367?query=sql,https://www.hh.ru, Typeable.io
Разработчик Java,,,,https://spb.hh.ru/vacancy/37546421?query=sql,https://www.hh.ru,ООО А1 Системс
Разработчик PHP (junior),40000.0,80000.0,руб.,https://spb.hh.ru/vacancy/39913300?query=sql,https://www.hh.ru, АртВизио
Веб-программист PHP / Веб-разработчик,100.0,170000.0,руб.,https://spb.hh.ru/vacancy/40003222?query=sql,https://www.hh.ru, Автобот - проверка автомобиля
Разработчик C++ под Linux,120000.0,180000.0,руб.,https://spb.hh.ru/vacancy/39344949?query=sql,https://www.hh.ru,ООО ИКС-ПРО
Разработчик C++ под Linux,120000.0,180000.0,руб.,https://spb.hh.ru/vacancy/39344950?query=sql,https://www.hh.ru,ООО ИКС-ПРО
Системний аналітик (CRM),,,,https://spb.hh.ru/vacancy/39975833?query=sql,https://www.hh.ru, Kyivstar
Программист C++ junior,50000.0,70000.0,руб.,https://spb.hh.ru/vacancy/38552877?query=sql,https://www.hh.ru,АО Персона Грата
Web-программист / Web-разработчик (Frontend-разработчик Middle),80000.0,100000.0,руб.,https://spb.hh.ru/vacancy/39019734?query=sql,https://www.hh.ru,ООО РусВент МСК
Системный аналитик,,,,https://spb.hh.ru/vacancy/39307219?query=sql,https://www.hh.ru, JUG Ru Group
Аналитик BI,,,,https://spb.hh.ru/vacancy/39953949?query=sql,https://www.hh.ru," Балтийский лизинг, группа компаний"
Программист 1С,,,,https://spb.hh.ru/vacancy/39778722?query=sql,https://www.hh.ru, ВІДЖИ ТРЕЙД
Программист C# (Senior),,,,https://spb.hh.ru/vacancy/39628544?query=sql,https://www.hh.ru, Системные Технологии
Web-разработчик ( Opencart ),,,,https://spb.hh.ru/vacancy/39714933?query=sql,https://www.hh.ru,ООО АЙТИ ПАРТНЕР
Специалист по разработке ПО/ ЦФT сопровождение,,,,https://spb.hh.ru/vacancy/39835684?query=sql,https://www.hh.ru,АО РН Банк
Аналитик,90000.0,120000.0,руб.,https://spb.hh.ru/vacancy/39952475?query=sql,https://www.hh.ru,ООО БОЛЬШАЯ ТРОЙКА
Программист С# (Angular),,,,https://spb.hh.ru/vacancy/36444046?query=sql,https://www.hh.ru, Компания БФК
Веб-программист,,,,https://spb.hh.ru/vacancy/31304539?query=sql,https://www.hh.ru," СофтЭксперт, г. Тула"
Разработчик Directum,,,,https://spb.hh.ru/vacancy/39673478?query=sql,https://www.hh.ru,ООО MTGroup
Junior Python разработчик/Аналитик,,,,https://spb.hh.ru/vacancy/39800323?query=sql,https://www.hh.ru, ГК «Черноголовка»
Java-разработчик,,,,https://spb.hh.ru/vacancy/40000587?query=sql,https://www.hh.ru,  Альфа-Банк
РНР-программист/Веб-разработчик,50000.0,60000.0,руб.,https://spb.hh.ru/vacancy/39376688?query=sql,https://www.hh.ru, Сеть магазинов Постелька
Junior/Trainee Full-Stack .NET developer,,,,https://spb.hh.ru/vacancy/39796899?query=sql,https://www.hh.ru,ООО Фреш Лайм Софт
Разработчик C#,,,,https://spb.hh.ru/vacancy/39508014?query=sql,https://www.hh.ru, Займ-Экспресс
Системный аналитик,,,,https://spb.hh.ru/vacancy/39842807?query=sql,https://www.hh.ru, Билайн
JAVA Разработчик,150000.0,200000.0,руб.,https://spb.hh.ru/vacancy/39763454?query=sql,https://www.hh.ru, ITD Group (International IT-Distribution Group)
Веб-аналитик,,,,https://spb.hh.ru/vacancy/39704332?query=sql,https://www.hh.ru," Риалвеб, Интернет-агентство"
QA Automation,,,,https://spb.hh.ru/vacancy/39590283?query=sql,https://www.hh.ru, Russian Quantum Center
Программист-разработчик,,,,https://spb.hh.ru/vacancy/39991866?query=sql,https://www.hh.ru,АО Казахстанский фонд устойчивости
Data Analyst,,,,https://spb.hh.ru/vacancy/39632587?query=sql,https://www.hh.ru,ООО Баер Макспостер
Тестировщик,,,,https://spb.hh.ru/vacancy/36849546?query=sql,https://www.hh.ru, Точка
"Тестировщик (DWH, Data Lake)",,,,https://spb.hh.ru/vacancy/39987101?query=sql,https://www.hh.ru,ООО РСХБ-Интех
Программист ASP.NET MVC (C#) / Senior developer,,,,https://spb.hh.ru/vacancy/39965769?query=sql,https://www.hh.ru,ООО Выберу.ру
Программист ASP.NET MVC (C#) / Senior developer,,,,https://spb.hh.ru/vacancy/39965789?query=sql,https://www.hh.ru,ООО Выберу.ру
Программист С++,,,,https://spb.hh.ru/vacancy/39548783?query=sql,https://www.hh.ru,ООО ДиВА
Data-аналитик / Data Analyst /Аналитик sql,,,,https://spb.hh.ru/vacancy/37567861?query=sql,https://www.hh.ru,ООО ВилайнТв
DWH/BI аналитик,,,,https://spb.hh.ru/vacancy/38659483?query=sql,https://www.hh.ru, Мокка
Backend разработчик на python,,,,https://spb.hh.ru/vacancy/39153243?query=sql,https://www.hh.ru,ООО Флекскор
Системный аналитик (IT),60000.0,80000.0,руб.,https://spb.hh.ru/vacancy/39930063?query=sql,https://www.hh.ru, Моё собрание
Web-разработчик / программист,,,,https://spb.hh.ru/vacancy/39612723?query=sql,https://www.hh.ru, Height Line
Java - разработчик,,,,https://spb.hh.ru/vacancy/39863791?query=sql,https://www.hh.ru, Группа компаний «ИНФОРСЕР»
Программист-разработчик,70000.0,140000.0,руб.,https://spb.hh.ru/vacancy/39505132?query=sql,https://www.hh.ru,ООО Топвизор
"Web-developer (C#, ASP.NET)",60000.0,120000.0,руб.,https://spb.hh.ru/vacancy/37722372?query=sql,https://www.hh.ru, Arview
Системный аналитик,,,,https://spb.hh.ru/vacancy/39750565?query=sql,https://www.hh.ru, Билайн
Системный аналитик,,,,https://spb.hh.ru/vacancy/39734020?query=sql,https://www.hh.ru,ООО Прогрессивные информационные технологии
Программист-разработчик,,,,https://spb.hh.ru/vacancy/39747920?query=sql,https://www.hh.ru,ООО Агентство дорожной информации РАДАР
Разработчик DWH/BI,,,,https://spb.hh.ru/vacancy/38530142?query=sql,https://www.hh.ru,АО ДОМ.РФ
Python developer,,,,https://spb.hh.ru/vacancy/39867821?query=sql,https://www.hh.ru,ООО Интеншен
Программист 1С-Битрикс - Удалённо,70000.0,120000.0,руб.,https://spb.hh.ru/vacancy/39834663?query=sql,https://www.hh.ru, 169
Инженер-программист Atlassian,,,,https://spb.hh.ru/vacancy/39910048?query=sql,https://www.hh.ru, Тelecontact
Senior C# - разработчик (удаленно),,,,https://spb.hh.ru/vacancy/39941626?query=sql,https://www.hh.ru, RedLab
Программист 1С,50000.0,120000.0,руб.,https://spb.hh.ru/vacancy/39571022?query=sql,https://www.hh.ru, Основа
Junior SQL Developer,,,,https://spb.hh.ru/vacancy/36152430?query=sql,https://www.hh.ru,ООО Accenture
Системный аналитик,,,,https://spb.hh.ru/vacancy/39430610?query=sql,https://www.hh.ru,ООО Бренд Монитор
Аналитик данных,35000.0,50000.0,руб.,https://spb.hh.ru/vacancy/39758682?query=sql,https://www.hh.ru,ИП Бушинская Виктория Сергеевна
Java-разработчик,150000.0,200000.0,руб.,https://spb.hh.ru/vacancy/39987657?query=sql,https://www.hh.ru,АО ЮНИС Лабс Солюшинз
Программист (Москва),,,,https://spb.hh.ru/vacancy/26751934?query=sql,https://www.hh.ru, УВД по СЗАО ГУ МВД России по г. Москве
Java разработчик (удаленно),160000.0,230000.0,руб.,https://spb.hh.ru/vacancy/38958405?query=sql,https://www.hh.ru,ООО Софт Компани
IT-специалист (администрирование баз данных),,,,https://spb.hh.ru/vacancy/38428477?query=sql,https://www.hh.ru,АО Кировское машиностроительное предприятие
PHP-программист,,,,https://spb.hh.ru/vacancy/37310213?query=sql,https://www.hh.ru, ГлавДоставка
Тестировщик,,,,https://spb.hh.ru/vacancy/39743691?query=sql,https://www.hh.ru,ООО Парфюмерный супермаркет Золотое Яблоко
Бизнес-аналитик,,,,https://spb.hh.ru/vacancy/39327806?query=sql,https://www.hh.ru, COMFY
Эксперт отдела ценообразования и аналитики/ разработчик базы данных SQL (OLAP),,,,https://spb.hh.ru/vacancy/39647857?query=sql,https://www.hh.ru,ООО Фарма-Менеджмент
Разработчик C#,,,,https://spb.hh.ru/vacancy/39693094?query=sql,https://www.hh.ru, Центр финансовых технологий
Full stack разработчик Asp.Net core/Angular,,,,https://spb.hh.ru/vacancy/38920696?query=sql,https://www.hh.ru, Европлан
Разработчик (отдел развитие хранилищ данных),,,,https://spb.hh.ru/vacancy/39520143?query=sql,https://www.hh.ru,ООО РСХБ-Интех
Бізнес-аналітик IS-Card,,,,https://spb.hh.ru/vacancy/39958329?query=sql,https://www.hh.ru, CREDIT AGRICOLE BANK
Ведущий программист Python/Django,130000.0,200000.0,руб.,https://spb.hh.ru/vacancy/39949203?query=sql,https://www.hh.ru,ООО ДЖАСТ ВОРК
Data инженер (Big data),,,,https://spb.hh.ru/vacancy/38824485?query=sql,https://www.hh.ru," Лента, федеральная розничная сеть, IT "
Программист-разработчик (Delphi/Embarcadero),,,,https://spb.hh.ru/vacancy/38372280?query=sql,https://www.hh.ru,ООО Эвэнкс
WEB - разработчик,,,,https://spb.hh.ru/vacancy/39538717?query=sql,https://www.hh.ru,"ООО МОТИВ, телекоммуникационная группа"
Тестировщик,30000.0,45000.0,руб.,https://spb.hh.ru/vacancy/39423655?query=sql,https://www.hh.ru, Лабмедиа
Системный аналитик,,,,https://spb.hh.ru/vacancy/39732124?query=sql,https://www.hh.ru,ООО БСС
BackEnd-разработчик (Python),,,,https://spb.hh.ru/vacancy/39272567?query=sql,https://www.hh.ru, Билайн
Специалист по внедрению и поддержке информационных систем,45000.0,60000.0,руб.,https://spb.hh.ru/vacancy/39775954?query=sql,https://www.hh.ru,ООО СофтМастерс
Разработчик C++/Qt,,,,https://spb.hh.ru/vacancy/39523535?query=sql,https://www.hh.ru," Протей, НТЦ"
Стажер SAP BI/BW (поддержка),,,,https://spb.hh.ru/vacancy/35433946?query=sql,https://www.hh.ru, SAPRUN
Разработчик MS Dynamics CRM (можно удаленно),,,,https://spb.hh.ru/vacancy/39657460?query=sql,https://www.hh.ru, SKL Group
Программист,,,,https://spb.hh.ru/vacancy/38886245?query=sql,https://www.hh.ru," ТАЙПИТ, Торгово-промышленная группа"
Программист 1С,,,,https://spb.hh.ru/vacancy/39747732?query=sql,https://www.hh.ru,ООО Мценский завод ОЦМ
Junior разработчик C#,,,,https://spb.hh.ru/vacancy/39822639?query=sql,https://www.hh.ru,ООО АМ-интеллектуальные технологии
Junior программист C++,50000.0,70000.0,руб.,https://spb.hh.ru/vacancy/39952213?query=sql,https://www.hh.ru, ИКИ РАН
Программист - математик,,,,https://spb.hh.ru/vacancy/39780731?query=sql,https://www.hh.ru,ЗАО Национальное Бюро Информатизации
Программист 1С,,,,https://spb.hh.ru/vacancy/39672663?query=sql,https://www.hh.ru,ООО Торговый Дом медицина Плюс
Ведущий программист CRM Microsoft Dynamics,,,,https://spb.hh.ru/vacancy/39950211?query=sql,https://www.hh.ru,ООО СЗ Самолет Девелопмент
Ведущий программист CRM Microsoft Dynamics,,,,https://spb.hh.ru/vacancy/39950212?query=sql,https://www.hh.ru,ООО СЗ Самолет Девелопмент
Ведущий программист CRM Microsoft Dynamics,,,,https://spb.hh.ru/vacancy/39950213?query=sql,https://www.hh.ru,ООО СЗ Самолет Девелопмент
Тестировщик,,,,https://spb.hh.ru/vacancy/39561418?query=sql,https://www.hh.ru, Syntellect (ООО СИНТЕЛЛЕКТ)
Системный аналитик,,,,https://spb.hh.ru/vacancy/39755768?query=sql,https://www.hh.ru,ООО Группа Компаний Wallet One
Junior C# developer (Академгородок),,,,https://spb.hh.ru/vacancy/39951788?query=sql,https://www.hh.ru, One Inc. Russia
